Profile ID,Date and time (dd/mm/yyyy HH:MM AEST),Significant wave height (m),Peak wave period (s),Direction (degrees TN),Flag
PF1,1/1/2007 0:00,1.01,5.6,96,MEAS
PF1,1/1/2007 1:00,0.94,5.3,94,INTERP
PF1,1/1/2007 2:00,0.87,5,92,MEAS
PF1,1/1/2007 3:00,0.85,4.8,102,MEAS
PF1,1/1/2007 4:00,0.82,5,101,INTERP
PF1,1/1/2007 5:00,0.79,5.2,100,MEAS
PF1,1/1/2007 6:00,0.71,4.8,116,MEAS
PF1,1/1/2007 7:00,0.69,6.8,120,INTERP
PF1,1/1/2007 8:00,0.66,8.8,122,MEAS
PF1,1/1/2007 9:00,0.66,10.2,124,MEAS
PF1,1/1/2007 10:00,0.67,9.8,124,INTERP
PF1,1/1/2007 11:00,0.67,9.4,122,MEAS
PF1,1/1/2007 12:00,0.69,8.8,120,MEAS
PF1,1/1/2007 13:00,0.78,6.8,114,INTERP
PF1,1/1/2007 14:00,0.85,4.8,107,MEAS
PF1,1/1/2007 15:00,0.79,5,114,MEAS
PF1,1/1/2007 16:00,0.85,5.1,107,INTERP
PF1,1/1/2007 17:00,0.89,5.2,99,MEAS
PF1,1/1/2007 18:00,0.91,5.2,101,MEAS
PF1,1/1/2007 19:00,1.01,5.1,100,INTERP
PF1,1/1/2007 20:00,1.08,5,98,MEAS
PF1,1/1/2007 21:00,1.13,5.6,93,MEAS
PF1,1/1/2007 22:00,1.2,5.75,96,INTERP
PF1,1/1/2007 23:00,1.27,5.9,98,MEAS
PF1,2/1/2007 0:00,1.34,5.6,95,MEAS
PF1,2/1/2007 1:00,1.39,5.75,95,INTERP
PF1,2/1/2007 2:00,1.44,5.9,95,MEAS
PF1,2/1/2007 3:00,1.38,6.2,96,MEAS
PF1,2/1/2007 4:00,1.41,6.2,95,INTERP
PF1,2/1/2007 5:00,1.43,6.2,94,MEAS
PF1,2/1/2007 6:00,1.41,6.5,97,MEAS
PF1,2/1/2007 7:00,1.43,6.5,95,INTERP
PF1,2/1/2007 8:00,1.44,6.5,93,MEAS
PF1,2/1/2007 9:00,1.28,6.5,95,MEAS
PF1,2/1/2007 10:00,1.29,6.5,97,INTERP
PF1,2/1/2007 11:00,1.28,6.5,98,MEAS
PF1,2/1/2007 12:00,1.28,6.5,96,MEAS
PF1,2/1/2007 13:00,1.28,6.5,98,INTERP
PF1,2/1/2007 14:00,1.29,6.5,101,MEAS
PF1,2/1/2007 15:00,1.13,5.4,95,MEAS
PF1,2/1/2007 16:00,1.15,5.95,95,INTERP
PF1,2/1/2007 17:00,1.16,6.5,95,MEAS
PF1,2/1/2007 18:00,0.97,8.8,123,MEAS
PF1,2/1/2007 19:00,1.07,7.2,111,INTERP
PF1,2/1/2007 20:00,1.04,5.6,92,MEAS
PF1,2/1/2007 21:00,1.06,5.2,94,MEAS
PF1,2/1/2007 22:00,1.07,5.1,95,INTERP
PF1,2/1/2007 23:00,1.09,5,96,MEAS
PF1,3/1/2007 0:00,1.11,8.8,95,MEAS
PF1,3/1/2007 1:00,1.13,7.2,95,INTERP
PF1,3/1/2007 2:00,1.07,5.6,95,MEAS
PF1,3/1/2007 3:00,0.98,5,103,MEAS
PF1,3/1/2007 4:00,1,6.9,101,INTERP
PF1,3/1/2007 5:00,0.92,8.8,100,MEAS
PF1,3/1/2007 6:00,0.82,9.4,122,MEAS
PF1,3/1/2007 7:00,0.97,9.1,118,INTERP
PF1,3/1/2007 8:00,1.12,8.8,112,MEAS
PF1,3/1/2007 9:00,1.01,8.8,112,MEAS
PF1,3/1/2007 10:00,1.03,7,110,INTERP
PF1,3/1/2007 11:00,0.97,5.2,107,MEAS
PF1,3/1/2007 12:00,0.9,8.8,122,MEAS
PF1,3/1/2007 13:00,0.84,8.8,125,INTERP
PF1,3/1/2007 14:00,0.77,8.8,127,MEAS
PF1,3/1/2007 15:00,0.76,5.6,128,MEAS
PF1,3/1/2007 16:00,0.7,7.2,129,INTERP
PF1,3/1/2007 17:00,0.64,8.8,129,MEAS
PF1,3/1/2007 18:00,0.69,8.2,128,MEAS
PF1,3/1/2007 19:00,0.72,7.95,127,INTERP
PF1,3/1/2007 20:00,0.74,7.7,126,MEAS
PF1,3/1/2007 21:00,0.75,8.8,122,MEAS
PF1,3/1/2007 22:00,0.68,8.8,125,INTERP
PF1,3/1/2007 23:00,0.59,8.8,127,MEAS
PF1,4/1/2007 0:00,0.69,8.8,126,MEAS
PF1,4/1/2007 1:00,0.67,8.5,126,INTERP
PF1,4/1/2007 2:00,0.66,8.2,126,MEAS
PF1,4/1/2007 3:00,0.65,8.8,126,MEAS
PF1,4/1/2007 4:00,0.62,8.5,126,INTERP
PF1,4/1/2007 5:00,0.58,8.2,127,MEAS
PF1,4/1/2007 6:00,0.62,8.8,126,MEAS
PF1,4/1/2007 7:00,0.64,8.5,126,INTERP
PF1,4/1/2007 8:00,0.66,8.2,126,MEAS
PF1,4/1/2007 9:00,0.64,9.4,126,MEAS
PF1,4/1/2007 10:00,0.62,8.55,127,INTERP
PF1,4/1/2007 11:00,0.61,7.7,128,MEAS
PF1,4/1/2007 12:00,0.62,7.95,128,MEAS
PF1,4/1/2007 13:00,0.61,7.82,129,INTERP
PF1,4/1/2007 14:00,0.61,7.7,130,MEAS
PF1,4/1/2007 15:00,0.65,8.8,126,MEAS
PF1,4/1/2007 16:00,0.72,9.1,124,INTERP
PF1,4/1/2007 17:00,0.76,9.4,122,MEAS
PF1,4/1/2007 18:00,0.8,8.8,120,MEAS
PF1,4/1/2007 19:00,0.79,9.1,121,INTERP
PF1,4/1/2007 20:00,0.77,9.4,121,MEAS
PF1,4/1/2007 21:00,0.8,8.8,120,MEAS
PF1,4/1/2007 22:00,0.82,9.1,120,INTERP
PF1,4/1/2007 23:00,0.84,9.4,121,MEAS
PF1,5/1/2007 0:00,0.88,5.4,120,MEAS
PF1,5/1/2007 1:00,0.95,5.65,105,INTERP
PF1,5/1/2007 2:00,0.92,5.9,89,MEAS
PF1,5/1/2007 3:00,0.96,6.2,91,MEAS
PF1,5/1/2007 4:00,0.92,7.8,97,INTERP
PF1,5/1/2007 5:00,0.85,9.4,102,MEAS
PF1,5/1/2007 6:00,0.98,6.2,90,MEAS
PF1,5/1/2007 7:00,0.94,6.2,92,INTERP
PF1,5/1/2007 8:00,0.9,6.2,94,MEAS
PF1,5/1/2007 9:00,0.89,6.2,91,MEAS
PF1,5/1/2007 10:00,0.87,7.5,103,INTERP
PF1,5/1/2007 11:00,0.82,8.8,113,MEAS
PF1,5/1/2007 12:00,0.79,9.4,117,MEAS
PF1,5/1/2007 13:00,0.81,9.4,115,INTERP
PF1,5/1/2007 14:00,0.83,9.4,114,MEAS
PF1,5/1/2007 15:00,0.91,8.8,101,MEAS
PF1,5/1/2007 16:00,0.95,7.5,97,INTERP
PF1,5/1/2007 17:00,0.96,6.2,92,MEAS
PF1,5/1/2007 18:00,0.97,6.5,87,MEAS
PF1,5/1/2007 19:00,1.05,6.5,87,INTERP
PF1,5/1/2007 20:00,1.14,6.5,88,MEAS
PF1,5/1/2007 21:00,1.18,6.2,85,MEAS
PF1,5/1/2007 22:00,1.23,6.55,88,INTERP
PF1,5/1/2007 23:00,1.25,6.9,91,MEAS
PF1,6/1/2007 0:00,1.26,6.9,91,MEAS
PF1,6/1/2007 1:00,1.27,7.1,90,INTERP
PF1,6/1/2007 2:00,1.27,7.3,90,MEAS
PF1,6/1/2007 3:00,1.14,8.8,95,MEAS
PF1,6/1/2007 4:00,1.15,8.5,93,INTERP
PF1,6/1/2007 5:00,1.16,8.2,91,MEAS
PF1,6/1/2007 6:00,1.19,7.3,90,MEAS
PF1,6/1/2007 7:00,1.16,7.75,91,INTERP
PF1,6/1/2007 8:00,1.13,8.2,92,MEAS
PF1,6/1/2007 9:00,1.1,7.3,90,MEAS
PF1,6/1/2007 10:00,1.1,7.5,93,INTERP
PF1,6/1/2007 11:00,1.1,7.7,95,MEAS
PF1,6/1/2007 12:00,1.11,8.2,92,MEAS
PF1,6/1/2007 13:00,1.12,7.95,91,INTERP
PF1,6/1/2007 14:00,1.12,7.7,89,MEAS
PF1,6/1/2007 15:00,1.15,8.8,97,MEAS
PF1,6/1/2007 16:00,1.29,7.2,95,INTERP
PF1,6/1/2007 17:00,1.28,5.6,93,MEAS
PF1,6/1/2007 18:00,1.35,5.9,87,MEAS
PF1,6/1/2007 19:00,1.47,6.4,89,INTERP
PF1,6/1/2007 20:00,1.56,6.9,91,MEAS
PF1,6/1/2007 21:00,1.44,6.9,92,MEAS
PF1,6/1/2007 22:00,1.47,7.1,91,INTERP
PF1,6/1/2007 23:00,1.51,7.3,90,MEAS
PF1,7/1/2007 0:00,1.54,7.7,91,MEAS
PF1,7/1/2007 1:00,1.61,7.5,90,INTERP
PF1,7/1/2007 2:00,1.66,7.3,88,MEAS
PF1,7/1/2007 3:00,1.6,8.8,95,MEAS
PF1,7/1/2007 4:00,1.57,8.8,98,INTERP
PF1,7/1/2007 5:00,1.54,8.8,101,MEAS
PF1,7/1/2007 6:00,1.55,7.7,91,MEAS
PF1,7/1/2007 7:00,1.53,7.95,92,INTERP
PF1,7/1/2007 8:00,1.49,8.2,93,MEAS
PF1,7/1/2007 9:00,1.4,9.4,96,MEAS
PF1,7/1/2007 10:00,1.37,8.35,94,INTERP
PF1,7/1/2007 11:00,1.33,7.3,92,MEAS
PF1,7/1/2007 12:00,1.27,8.8,98,MEAS
PF1,7/1/2007 13:00,1.3,8.25,97,INTERP
PF1,7/1/2007 14:00,1.33,7.7,96,MEAS
PF1,7/1/2007 15:00,1.23,7.3,94,MEAS
PF1,7/1/2007 16:00,1.13,7.75,94,INTERP
PF1,7/1/2007 17:00,1.02,8.2,94,MEAS
PF1,7/1/2007 18:00,1.04,9.4,92,MEAS
PF1,7/1/2007 19:00,0.99,9.4,93,INTERP
PF1,7/1/2007 20:00,0.94,9.4,94,MEAS
PF1,7/1/2007 21:00,1.02,8.8,89,MEAS
PF1,7/1/2007 22:00,0.94,8.8,91,INTERP
PF1,7/1/2007 23:00,0.86,8.8,93,MEAS
PF1,8/1/2007 0:00,0.83,9.4,94,MEAS
PF1,8/1/2007 1:00,0.86,9.4,92,INTERP
PF1,8/1/2007 2:00,0.89,9.4,90,MEAS
PF1,8/1/2007 3:00,0.97,10.2,93,MEAS
PF1,8/1/2007 4:00,1.04,7.8,115,INTERP
PF1,8/1/2007 5:00,0.7,5.4,134,MEAS
PF1,8/1/2007 6:00,0.78,6.2,133,MEAS
PF1,8/1/2007 7:00,0.93,6.05,131,INTERP
PF1,8/1/2007 8:00,1.06,5.9,129,MEAS
PF1,8/1/2007 9:00,1.22,6.5,127,MEAS
PF1,8/1/2007 10:00,1.27,7.65,129,INTERP
PF1,8/1/2007 11:00,1.32,8.8,129,MEAS
PF1,8/1/2007 12:00,1.54,9.4,128,MEAS
PF1,8/1/2007 13:00,1.95,9.8,126,INTERP
PF1,8/1/2007 14:00,2.04,10.2,128,MEAS
PF1,8/1/2007 15:00,2.26,10.2,128,MEAS
PF1,8/1/2007 16:00,2.26,10.65,128,INTERP
PF1,8/1/2007 17:00,2.27,11.1,128,MEAS
PF1,8/1/2007 18:00,2.06,10.2,127,MEAS
PF1,8/1/2007 19:00,2.04,9.8,127,INTERP
PF1,8/1/2007 20:00,2,9.4,126,MEAS
PF1,8/1/2007 21:00,2.05,11.1,127,MEAS
PF1,8/1/2007 22:00,1.94,10.65,127,INTERP
PF1,8/1/2007 23:00,1.88,10.2,127,MEAS
PF1,9/1/2007 0:00,1.87,10.2,127,MEAS
PF1,9/1/2007 1:00,1.85,10.2,127,INTERP
PF1,9/1/2007 2:00,1.82,10.2,127,MEAS
PF1,9/1/2007 3:00,2,10.2,127,MEAS
PF1,9/1/2007 4:00,2.09,11.2,127,INTERP
PF1,9/1/2007 5:00,2.23,12.2,126,MEAS
PF1,9/1/2007 6:00,2.28,12.2,126,MEAS
PF1,9/1/2007 7:00,2.43,12.2,125,INTERP
PF1,9/1/2007 8:00,2.58,12.2,125,MEAS
PF1,9/1/2007 9:00,2.35,12.2,127,MEAS
PF1,9/1/2007 10:00,2.33,12.85,127,INTERP
PF1,9/1/2007 11:00,2.31,13.5,127,MEAS
PF1,9/1/2007 12:00,2.3,12.2,127,MEAS
PF1,9/1/2007 13:00,2.15,12.2,127,INTERP
PF1,9/1/2007 14:00,2,12.2,126,MEAS
PF1,9/1/2007 15:00,2.06,12.2,128,MEAS
PF1,9/1/2007 16:00,2.12,12.2,127,INTERP
PF1,9/1/2007 17:00,2.17,12.2,126,MEAS
PF1,9/1/2007 18:00,2.36,13.5,125,MEAS
PF1,9/1/2007 19:00,2.2,12.3,126,INTERP
PF1,9/1/2007 20:00,2.03,11.1,126,MEAS
PF1,9/1/2007 21:00,1.96,12.2,126,MEAS
PF1,9/1/2007 22:00,1.8,12.2,126,INTERP
PF1,9/1/2007 23:00,1.64,12.2,126,MEAS
PF1,10/1/2007 0:00,1.74,12.2,127,MEAS
PF1,10/1/2007 1:00,1.69,12.2,127,INTERP
PF1,10/1/2007 2:00,1.65,12.2,126,MEAS
PF1,10/1/2007 3:00,1.8,11.1,125,MEAS
PF1,10/1/2007 4:00,1.79,11.1,125,INTERP
PF1,10/1/2007 5:00,1.79,11.1,125,MEAS
PF1,10/1/2007 6:00,1.63,11.1,126,MEAS
PF1,10/1/2007 7:00,1.63,11.1,125,INTERP
PF1,10/1/2007 8:00,1.61,11.1,124,MEAS
PF1,10/1/2007 9:00,1.64,10.2,126,MEAS
PF1,10/1/2007 10:00,1.54,10.2,125,INTERP
PF1,10/1/2007 11:00,1.43,10.2,125,MEAS
PF1,10/1/2007 12:00,1.37,11.1,127,MEAS
PF1,10/1/2007 13:00,1.35,11.1,126,INTERP
PF1,10/1/2007 14:00,1.32,11.1,126,MEAS
PF1,10/1/2007 15:00,1.41,10.2,125,MEAS
PF1,10/1/2007 16:00,1.4,11.2,125,INTERP
PF1,10/1/2007 17:00,1.4,12.2,125,MEAS
PF1,10/1/2007 18:00,1.42,12.2,125,MEAS
PF1,10/1/2007 19:00,1.42,12.2,125,INTERP
PF1,10/1/2007 20:00,1.43,12.2,125,MEAS
PF1,10/1/2007 21:00,1.22,10.2,126,MEAS
PF1,10/1/2007 22:00,1.2,10.65,126,INTERP
PF1,10/1/2007 23:00,1.18,11.1,126,MEAS
PF1,11/1/2007 0:00,1.33,10.2,125,MEAS
PF1,11/1/2007 1:00,1.26,10.65,126,INTERP
PF1,11/1/2007 2:00,1.19,11.1,127,MEAS
PF1,11/1/2007 3:00,1.19,11.1,127,MEAS
PF1,11/1/2007 4:00,1.16,11.1,126,INTERP
PF1,11/1/2007 5:00,1.13,11.1,125,MEAS
PF1,11/1/2007 6:00,1.03,11.1,126,MEAS
PF1,11/1/2007 7:00,1.07,10.65,126,INTERP
PF1,11/1/2007 8:00,1.12,10.2,126,MEAS
PF1,11/1/2007 9:00,1.13,10.2,125,MEAS
PF1,11/1/2007 10:00,1.04,9.8,125,INTERP
PF1,11/1/2007 11:00,0.95,9.4,126,MEAS
PF1,11/1/2007 12:00,0.7,10.2,128,MEAS
PF1,11/1/2007 13:00,0.78,10.2,128,INTERP
PF1,11/1/2007 14:00,0.86,10.2,126,MEAS
PF1,11/1/2007 15:00,0.8,10.2,126,MEAS
PF1,11/1/2007 16:00,0.8,10.2,126,INTERP
PF1,11/1/2007 17:00,0.8,10.2,126,MEAS
PF1,11/1/2007 18:00,0.85,10.2,126,MEAS
PF1,11/1/2007 19:00,1.09,7.7,109,INTERP
PF1,11/1/2007 20:00,0.97,5.2,73,MEAS
PF1,11/1/2007 21:00,1.13,6.2,80,MEAS
PF1,11/1/2007 22:00,1.15,6.2,80,INTERP
PF1,11/1/2007 23:00,1.17,6.2,80,MEAS
PF1,12/1/2007 0:00,1.17,6.5,82,MEAS
PF1,12/1/2007 1:00,1.13,6.7,84,INTERP
PF1,12/1/2007 2:00,1.08,6.9,85,MEAS
PF1,12/1/2007 3:00,1.15,6.5,85,MEAS
PF1,12/1/2007 4:00,1.15,6.5,85,INTERP
PF1,12/1/2007 5:00,1.14,6.5,86,MEAS
PF1,12/1/2007 6:00,1.22,6.5,86,MEAS
PF1,12/1/2007 7:00,1.17,6.9,86,INTERP
PF1,12/1/2007 8:00,1.12,7.3,86,MEAS
PF1,12/1/2007 9:00,1.08,7.3,90,MEAS
PF1,12/1/2007 10:00,1.09,7.3,90,INTERP
PF1,12/1/2007 11:00,1.1,7.3,90,MEAS
PF1,12/1/2007 12:00,1.02,7.3,88,MEAS
PF1,12/1/2007 13:00,1.02,7.3,86,INTERP
PF1,12/1/2007 14:00,1.02,7.3,85,MEAS
PF1,12/1/2007 15:00,1.06,6.9,85,MEAS
PF1,12/1/2007 16:00,1.11,6.4,82,INTERP
PF1,12/1/2007 17:00,1.11,5.9,79,MEAS
PF1,12/1/2007 18:00,1.16,7.3,82,MEAS
PF1,12/1/2007 19:00,1.21,7.1,81,INTERP
PF1,12/1/2007 20:00,1.25,6.9,81,MEAS
PF1,12/1/2007 21:00,1.37,6.5,83,MEAS
PF1,12/1/2007 22:00,1.4,6.7,84,INTERP
PF1,12/1/2007 23:00,1.43,6.9,85,MEAS
PF1,13/1/2007 0:00,1.38,6.9,84,MEAS
PF1,13/1/2007 1:00,1.4,7.3,86,INTERP
PF1,13/1/2007 2:00,1.41,7.7,89,MEAS
PF1,13/1/2007 3:00,1.2,5,78,MEAS
PF1,13/1/2007 4:00,1.37,6.15,118,INTERP
PF1,13/1/2007 5:00,0.76,7.3,136,MEAS
PF1,13/1/2007 6:00,0.88,7.7,134,MEAS
PF1,13/1/2007 7:00,0.9,7.5,134,INTERP
PF1,13/1/2007 8:00,0.91,7.3,134,MEAS
PF1,13/1/2007 9:00,0.95,8.2,132,MEAS
PF1,13/1/2007 10:00,1.02,8.2,132,INTERP
PF1,13/1/2007 11:00,1.1,8.2,131,MEAS
PF1,13/1/2007 12:00,1.06,8.2,131,MEAS
PF1,13/1/2007 13:00,0.97,7.95,132,INTERP
PF1,13/1/2007 14:00,0.87,7.7,133,MEAS
PF1,13/1/2007 15:00,0.86,8.8,131,MEAS
PF1,13/1/2007 16:00,0.92,8.5,131,INTERP
PF1,13/1/2007 17:00,0.99,8.2,132,MEAS
PF1,13/1/2007 18:00,0.98,8.2,132,MEAS
PF1,13/1/2007 19:00,0.98,8.2,132,INTERP
PF1,13/1/2007 20:00,0.98,8.2,132,MEAS
PF1,13/1/2007 21:00,1.07,8.2,130,MEAS
PF1,13/1/2007 22:00,1.17,8.2,129,INTERP
PF1,13/1/2007 23:00,1.27,8.2,128,MEAS
PF1,14/1/2007 0:00,1.08,8.2,131,MEAS
PF1,14/1/2007 1:00,1.03,8.5,130,INTERP
PF1,14/1/2007 2:00,1,8.8,130,MEAS
PF1,14/1/2007 3:00,1.09,8.2,129,MEAS
PF1,14/1/2007 4:00,1.05,8.8,129,INTERP
PF1,14/1/2007 5:00,1.02,9.4,128,MEAS
PF1,14/1/2007 6:00,1.01,8.8,129,MEAS
PF1,14/1/2007 7:00,0.95,8.8,129,INTERP
PF1,14/1/2007 8:00,0.9,8.8,130,MEAS
PF1,14/1/2007 9:00,0.92,8.8,128,MEAS
PF1,14/1/2007 10:00,0.82,8.05,131,INTERP
PF1,14/1/2007 11:00,0.71,7.3,134,MEAS
PF1,14/1/2007 12:00,0.78,7.7,131,MEAS
PF1,14/1/2007 13:00,0.78,7.95,129,INTERP
PF1,14/1/2007 14:00,0.77,8.2,128,MEAS
PF1,14/1/2007 15:00,0.75,8.2,128,MEAS
PF1,14/1/2007 16:00,0.76,7.95,127,INTERP
PF1,14/1/2007 17:00,0.77,7.7,127,MEAS
PF1,14/1/2007 18:00,0.65,7.3,129,MEAS
PF1,14/1/2007 19:00,0.67,10.4,126,INTERP
PF1,14/1/2007 20:00,0.71,13.5,125,MEAS
PF1,14/1/2007 21:00,0.54,7.7,130,MEAS
PF1,14/1/2007 22:00,0.51,7.7,130,INTERP
PF1,14/1/2007 23:00,0.49,7.7,130,MEAS
PF1,15/1/2007 0:00,0.56,12.2,124,MEAS
PF1,15/1/2007 1:00,0.53,12.2,125,INTERP
PF1,15/1/2007 2:00,0.49,12.2,127,MEAS
PF1,15/1/2007 3:00,0.57,12.2,125,MEAS
PF1,15/1/2007 4:00,0.57,12.2,124,INTERP
PF1,15/1/2007 5:00,0.56,12.2,124,MEAS
PF1,15/1/2007 6:00,0.56,11.1,124,MEAS
PF1,15/1/2007 7:00,0.52,9,124,INTERP
PF1,15/1/2007 8:00,0.52,6.9,125,MEAS
PF1,15/1/2007 9:00,0.41,8.2,130,MEAS
PF1,15/1/2007 10:00,0.14,7.55,137,INTERP
PF1,15/1/2007 11:00,0.36,6.9,60,MEAS
PF1,15/1/2007 12:00,0.44,7.7,130,MEAS
PF1,15/1/2007 13:00,0.51,9.4,127,INTERP
PF1,15/1/2007 14:00,0.59,11.1,125,MEAS
PF1,15/1/2007 15:00,0.62,13.5,124,MEAS
PF1,15/1/2007 16:00,0.58,12.3,123,INTERP
PF1,15/1/2007 17:00,0.54,11.1,123,MEAS
PF1,15/1/2007 18:00,0.5,13.5,126,MEAS
PF1,15/1/2007 19:00,0.51,12.85,126,INTERP
PF1,15/1/2007 20:00,0.53,12.2,126,MEAS
PF1,15/1/2007 21:00,0.62,11.1,120,MEAS
PF1,15/1/2007 22:00,0.64,7.5,119,INTERP
PF1,15/1/2007 23:00,0.56,3.9,117,MEAS
PF1,16/1/2007 0:00,0.62,10.2,116,MEAS
PF1,16/1/2007 1:00,0.62,11.2,121,INTERP
PF1,16/1/2007 2:00,0.6,12.2,124,MEAS
PF1,16/1/2007 3:00,0.62,10.2,108,MEAS
PF1,16/1/2007 4:00,0.63,10.2,110,INTERP
PF1,16/1/2007 5:00,0.63,10.2,112,MEAS
PF1,16/1/2007 6:00,0.63,10.2,113,MEAS
PF1,16/1/2007 7:00,0.65,10.2,114,INTERP
PF1,16/1/2007 8:00,0.67,10.2,115,MEAS
PF1,16/1/2007 9:00,0.66,10.2,119,MEAS
PF1,16/1/2007 10:00,0.69,10.2,115,INTERP
PF1,16/1/2007 11:00,0.72,10.2,112,MEAS
PF1,16/1/2007 12:00,0.69,10.2,115,MEAS
PF1,16/1/2007 13:00,0.68,10.2,119,INTERP
PF1,16/1/2007 14:00,0.67,10.2,122,MEAS
PF1,16/1/2007 15:00,0.81,10.2,119,MEAS
PF1,16/1/2007 16:00,0.82,10.2,118,INTERP
PF1,16/1/2007 17:00,0.83,10.2,116,MEAS
PF1,16/1/2007 18:00,0.75,11.1,120,MEAS
PF1,16/1/2007 19:00,0.74,10.65,118,INTERP
PF1,16/1/2007 20:00,0.74,10.2,117,MEAS
PF1,16/1/2007 21:00,0.79,11.1,116,MEAS
PF1,16/1/2007 22:00,0.78,11.65,116,INTERP
PF1,16/1/2007 23:00,0.77,12.2,117,MEAS
PF1,17/1/2007 0:00,0.81,11.1,117,MEAS
PF1,17/1/2007 1:00,0.85,11.1,115,INTERP
PF1,17/1/2007 2:00,0.89,11.1,113,MEAS
PF1,17/1/2007 3:00,0.94,11.1,116,MEAS
PF1,17/1/2007 4:00,0.96,11.65,114,INTERP
PF1,17/1/2007 5:00,0.98,12.2,111,MEAS
PF1,17/1/2007 6:00,1,6.2,106,MEAS
PF1,17/1/2007 7:00,0.95,8.2,111,INTERP
PF1,17/1/2007 8:00,0.89,10.2,115,MEAS
PF1,17/1/2007 9:00,0.88,11.1,116,MEAS
PF1,17/1/2007 10:00,0.87,11.1,117,INTERP
PF1,17/1/2007 11:00,0.87,11.1,118,MEAS
PF1,17/1/2007 12:00,0.85,11.1,114,MEAS
PF1,17/1/2007 13:00,0.82,10.65,117,INTERP
PF1,17/1/2007 14:00,0.8,10.2,120,MEAS
PF1,17/1/2007 15:00,0.9,10.2,111,MEAS
PF1,17/1/2007 16:00,1.03,7.9,103,INTERP
PF1,17/1/2007 17:00,1.09,5.6,93,MEAS
PF1,17/1/2007 18:00,1.15,6.05,93,MEAS
PF1,17/1/2007 19:00,1.24,6.47,92,INTERP
PF1,17/1/2007 20:00,1.29,6.9,92,MEAS
PF1,17/1/2007 21:00,1.21,6.9,89,MEAS
PF1,17/1/2007 22:00,1.2,7.1,92,INTERP
PF1,17/1/2007 23:00,1.19,7.3,95,MEAS
PF1,18/1/2007 0:00,1.17,6.9,91,MEAS
PF1,18/1/2007 1:00,1.19,6.9,89,INTERP
PF1,18/1/2007 2:00,1.21,6.9,87,MEAS
PF1,18/1/2007 3:00,1.17,6.9,88,MEAS
PF1,18/1/2007 4:00,1.16,7.1,86,INTERP
PF1,18/1/2007 5:00,1.16,7.3,84,MEAS
PF1,18/1/2007 6:00,1.15,7.7,91,MEAS
PF1,18/1/2007 7:00,1.14,8.95,101,INTERP
PF1,18/1/2007 8:00,1.1,10.2,109,MEAS
PF1,18/1/2007 9:00,1.07,7.3,84,MEAS
PF1,18/1/2007 10:00,1.04,6.9,84,INTERP
PF1,18/1/2007 11:00,1,6.5,84,MEAS
PF1,18/1/2007 12:00,1.01,6.9,83,MEAS
PF1,18/1/2007 13:00,1.04,6.7,84,INTERP
PF1,18/1/2007 14:00,1.06,6.5,84,MEAS
PF1,18/1/2007 15:00,1.09,6.5,88,MEAS
PF1,18/1/2007 16:00,1.11,6.5,88,INTERP
PF1,18/1/2007 17:00,1.13,6.5,88,MEAS
PF1,18/1/2007 18:00,1.22,6.2,88,MEAS
PF1,18/1/2007 19:00,1.22,6.55,89,INTERP
PF1,18/1/2007 20:00,1.2,6.9,91,MEAS
PF1,18/1/2007 21:00,1.2,6.5,87,MEAS
PF1,18/1/2007 22:00,1.19,6.35,86,INTERP
PF1,18/1/2007 23:00,1.17,6.2,85,MEAS
PF1,19/1/2007 0:00,1.18,6.9,85,HIND
PF1,19/1/2007 1:00,1.21,6.9,85,HIND
PF1,19/1/2007 2:00,1.24,6.9,85,HIND
PF1,19/1/2007 3:00,1.08,6.5,84,HIND
PF1,19/1/2007 4:00,1.07,6.35,83,HIND
PF1,19/1/2007 5:00,1.05,6.2,83,HIND
PF1,19/1/2007 6:00,1.04,6.5,83,HIND
PF1,19/1/2007 7:00,1.03,6.5,83,HIND
PF1,19/1/2007 8:00,1.03,6.5,83,HIND
PF1,19/1/2007 9:00,1.06,6.6,83,HIND
PF1,19/1/2007 10:00,1.01,6.51,83,HIND
PF1,19/1/2007 11:00,0.96,6.41,83,HIND
PF1,19/1/2007 12:00,0.91,6.31,83,HIND
PF1,19/1/2007 13:00,0.96,6.41,83,HIND
PF1,19/1/2007 14:00,1.02,6.5,84,HIND
PF1,19/1/2007 15:00,1.04,6.45,90,MEAS
PF1,19/1/2007 16:00,1.03,6.26,88,INTERP
PF1,19/1/2007 17:00,1.02,6.07,86,MEAS
PF1,19/1/2007 18:00,1.05,6.52,85,MEAS
PF1,19/1/2007 19:00,1.08,6.67,84,INTERP
PF1,19/1/2007 20:00,1.1,6.82,83,MEAS
PF1,19/1/2007 21:00,1.16,6.26,78,MEAS
PF1,19/1/2007 22:00,1.24,6.74,80,INTERP
PF1,19/1/2007 23:00,1.3,7.21,82,MEAS
PF1,20/1/2007 0:00,1.45,7.26,82,MEAS
PF1,20/1/2007 1:00,1.41,7.38,83,INTERP
PF1,20/1/2007 2:00,1.38,7.5,84,MEAS
PF1,20/1/2007 3:00,1.39,7.31,84,MEAS
PF1,20/1/2007 4:00,1.34,7.56,85,INTERP
PF1,20/1/2007 5:00,1.28,7.8,86,MEAS
PF1,20/1/2007 6:00,1.43,7.78,86,MEAS
PF1,20/1/2007 7:00,1.35,7.66,87,INTERP
PF1,20/1/2007 8:00,1.25,7.54,87,MEAS
PF1,20/1/2007 9:00,1.29,7.41,87,MEAS
