Profile ID,Date and time (dd/mm/yyyy HH:MM AEST),Significant wave height (m),Peak wave period (s),Direction (degrees TN),Flag
PF1,29/3/2007 0:00,1.07,9.32,120,MEAS
PF1,29/3/2007 1:00,1.07,9.54,117,INTERP
PF1,29/3/2007 2:00,1.07,9.77,114,MEAS
PF1,29/3/2007 3:00,1.08,9.32,116,MEAS
PF1,29/3/2007 4:00,1.06,9.32,117,INTERP
PF1,29/3/2007 5:00,1.04,9.32,118,MEAS
PF1,29/3/2007 6:00,1.05,8.9,109,MEAS
PF1,29/3/2007 7:00,1.03,9.11,114,INTERP
PF1,29/3/2007 8:00,1,9.32,118,MEAS
PF1,29/3/2007 9:00,0.93,10.27,116,MEAS
PF1,29/3/2007 10:00,1.01,11.2,115,INTERP
PF1,29/3/2007 11:00,1.1,12.14,113,MEAS
PF1,29/3/2007 12:00,1.09,12.93,112,MEAS
PF1,29/3/2007 13:00,1.07,12.19,116,INTERP
PF1,29/3/2007 14:00,1.03,11.45,121,MEAS
PF1,29/3/2007 15:00,1.08,11.45,119,MEAS
PF1,29/3/2007 16:00,1.09,11.45,119,INTERP
PF1,29/3/2007 17:00,1.09,11.45,118,MEAS
PF1,29/3/2007 18:00,1.26,10.83,116,MEAS
PF1,29/3/2007 19:00,1.23,11.48,116,INTERP
PF1,29/3/2007 20:00,1.19,12.14,115,MEAS
PF1,29/3/2007 21:00,1.19,12.14,110,MEAS
PF1,29/3/2007 22:00,1.18,12.14,112,INTERP
PF1,29/3/2007 23:00,1.17,12.14,113,MEAS
PF1,30/3/2007 0:00,1.09,11.45,121,MEAS
PF1,30/3/2007 1:00,1.14,11.45,120,INTERP
PF1,30/3/2007 2:00,1.19,11.45,118,MEAS
PF1,30/3/2007 3:00,1.16,11.45,120,MEAS
PF1,30/3/2007 4:00,1.05,11.79,119,INTERP
PF1,30/3/2007 5:00,0.94,12.14,119,MEAS
PF1,30/3/2007 6:00,0.94,11.45,124,MEAS
PF1,30/3/2007 7:00,0.89,11.45,126,INTERP
PF1,30/3/2007 8:00,0.84,11.45,127,MEAS
PF1,30/3/2007 9:00,0.9,10.83,127,MEAS
PF1,30/3/2007 10:00,0.93,11.14,126,INTERP
PF1,30/3/2007 11:00,0.96,11.45,125,MEAS
PF1,30/3/2007 12:00,0.91,11.45,126,MEAS
PF1,30/3/2007 13:00,0.97,11.79,124,INTERP
PF1,30/3/2007 14:00,0.97,12.14,121,MEAS
PF1,30/3/2007 15:00,0.77,11.45,126,MEAS
PF1,30/3/2007 16:00,0.63,9.12,130,INTERP
PF1,30/3/2007 17:00,0.44,6.79,139,MEAS
PF1,30/3/2007 18:00,0.92,10.83,126,MEAS
PF1,30/3/2007 19:00,0.65,8.81,131,INTERP
PF1,30/3/2007 20:00,0.34,6.79,141,MEAS
PF1,30/3/2007 21:00,0.5,7.28,136,MEAS
PF1,30/3/2007 22:00,0.54,7.28,135,INTERP
PF1,30/3/2007 23:00,0.56,7.28,134,MEAS
PF1,31/3/2007 0:00,0.49,7.03,137,MEAS
PF1,31/3/2007 1:00,0.56,8.2,133,INTERP
PF1,31/3/2007 2:00,0.66,9.37,130,MEAS
PF1,31/3/2007 3:00,0.56,7.28,136,MEAS
PF1,31/3/2007 4:00,0.59,7.42,135,INTERP
PF1,31/3/2007 5:00,0.62,7.56,135,MEAS
PF1,31/3/2007 6:00,0.66,7.28,135,MEAS
PF1,31/3/2007 7:00,0.64,7.28,136,INTERP
PF1,31/3/2007 8:00,0.62,7.28,136,MEAS
PF1,31/3/2007 9:00,0.86,7.28,133,MEAS
PF1,31/3/2007 10:00,0.92,7.42,133,INTERP
PF1,31/3/2007 11:00,0.98,7.56,133,MEAS
PF1,31/3/2007 12:00,1.08,7.85,132,MEAS
PF1,31/3/2007 13:00,1.08,8.18,131,INTERP
PF1,31/3/2007 14:00,1.07,8.52,130,MEAS
PF1,31/3/2007 15:00,1.11,9.32,129,MEAS
PF1,31/3/2007 16:00,1.12,9.54,129,INTERP
PF1,31/3/2007 17:00,1.14,9.77,128,MEAS
PF1,31/3/2007 18:00,1.02,10.83,128,MEAS
PF1,31/3/2007 19:00,1.1,10.55,128,INTERP
PF1,31/3/2007 20:00,1.18,10.27,128,MEAS
PF1,31/3/2007 21:00,1.82,13.82,124,MEAS
PF1,31/3/2007 22:00,1.76,12.98,125,INTERP
PF1,31/3/2007 23:00,1.65,12.14,126,MEAS
PF1,1/4/2007 0:00,1.59,12.14,126,MEAS
PF1,1/4/2007 1:00,1.48,11.49,126,INTERP
PF1,1/4/2007 2:00,1.36,10.83,126,MEAS
PF1,1/4/2007 3:00,1.39,12.14,126,MEAS
PF1,1/4/2007 4:00,1.34,11.49,125,INTERP
PF1,1/4/2007 5:00,1.28,10.83,124,MEAS
PF1,1/4/2007 6:00,1.21,10.83,124,MEAS
PF1,1/4/2007 7:00,1.21,10.3,124,INTERP
PF1,1/4/2007 8:00,1.22,9.77,123,MEAS
PF1,1/4/2007 9:00,1.28,9.77,124,MEAS
PF1,1/4/2007 10:00,1.28,9.78,123,INTERP
PF1,1/4/2007 11:00,1.27,9.79,122,MEAS
PF1,1/4/2007 12:00,1.3,10.27,121,MEAS
PF1,1/4/2007 13:00,1.28,10.02,124,INTERP
PF1,1/4/2007 14:00,1.22,9.77,126,MEAS
PF1,1/4/2007 15:00,1.26,9.32,126,MEAS
PF1,1/4/2007 16:00,1.23,10.07,126,INTERP
PF1,1/4/2007 17:00,1.2,10.83,126,MEAS
PF1,1/4/2007 18:00,1.14,10.83,126,MEAS
PF1,1/4/2007 19:00,1.15,10.55,126,INTERP
PF1,1/4/2007 20:00,1.16,10.27,125,MEAS
PF1,1/4/2007 21:00,1.08,9.32,126,MEAS
PF1,1/4/2007 22:00,1.09,9.54,125,INTERP
PF1,1/4/2007 23:00,1.07,9.77,124,MEAS
PF1,2/4/2007 0:00,1.03,10.83,125,MEAS
PF1,2/4/2007 1:00,1.01,9.87,124,INTERP
PF1,2/4/2007 2:00,1,8.9,123,MEAS
PF1,2/4/2007 3:00,0.94,8.9,124,MEAS
PF1,2/4/2007 4:00,0.91,9.33,124,INTERP
PF1,2/4/2007 5:00,0.88,9.77,124,MEAS
PF1,2/4/2007 6:00,0.97,9.77,122,MEAS
PF1,2/4/2007 7:00,0.92,9.55,123,INTERP
PF1,2/4/2007 8:00,0.86,9.32,123,MEAS
PF1,2/4/2007 9:00,0.84,9.77,123,MEAS
PF1,2/4/2007 10:00,0.8,9.77,124,INTERP
PF1,2/4/2007 11:00,0.75,9.77,125,MEAS
PF1,2/4/2007 12:00,0.78,9.77,122,MEAS
PF1,2/4/2007 13:00,0.8,9.55,122,INTERP
PF1,2/4/2007 14:00,0.84,9.32,121,MEAS
PF1,2/4/2007 15:00,0.82,9.32,120,MEAS
PF1,2/4/2007 16:00,0.87,8.92,116,INTERP
PF1,2/4/2007 17:00,0.93,8.52,112,MEAS
PF1,2/4/2007 18:00,0.92,9.77,118,MEAS
PF1,2/4/2007 19:00,1.02,7.3,93,INTERP
PF1,2/4/2007 20:00,0.8,4.82,63,MEAS
PF1,2/4/2007 21:00,0.96,9.32,109,MEAS
PF1,2/4/2007 22:00,0.95,7.26,87,INTERP
PF1,2/4/2007 23:00,0.76,5.2,64,MEAS
PF1,3/4/2007 0:00,0.84,5.48,68,MEAS
PF1,3/4/2007 1:00,0.88,6.15,76,INTERP
PF1,3/4/2007 2:00,0.9,6.82,84,MEAS
PF1,3/4/2007 3:00,0.85,8.29,94,MEAS
PF1,3/4/2007 4:00,0.78,9.03,101,INTERP
PF1,3/4/2007 5:00,0.7,9.77,108,MEAS
PF1,3/4/2007 6:00,0.7,8.9,102,MEAS
PF1,3/4/2007 7:00,0.72,8.9,99,INTERP
PF1,3/4/2007 8:00,0.74,8.9,96,MEAS
PF1,3/4/2007 9:00,0.71,9.32,111,MEAS
PF1,3/4/2007 10:00,0.74,9.32,112,INTERP
PF1,3/4/2007 11:00,0.76,9.32,113,MEAS
PF1,3/4/2007 12:00,0.74,8.9,108,MEAS
PF1,3/4/2007 13:00,0.75,8.9,115,INTERP
PF1,3/4/2007 14:00,0.75,8.9,121,MEAS
PF1,3/4/2007 15:00,0.76,8.9,123,MEAS
PF1,3/4/2007 16:00,0.84,10.91,121,INTERP
PF1,3/4/2007 17:00,0.92,12.93,119,MEAS
PF1,3/4/2007 18:00,0.82,12.14,122,MEAS
PF1,3/4/2007 19:00,0.9,12.53,123,INTERP
PF1,3/4/2007 20:00,0.98,12.93,123,MEAS
PF1,3/4/2007 21:00,0.91,13.82,125,MEAS
PF1,3/4/2007 22:00,0.97,13.38,124,INTERP
PF1,3/4/2007 23:00,1.02,12.93,123,MEAS
PF1,4/4/2007 0:00,1.05,14.85,126,MEAS
PF1,4/4/2007 1:00,1.06,14.85,126,INTERP
PF1,4/4/2007 2:00,1.06,14.85,126,MEAS
PF1,4/4/2007 3:00,1.13,14.85,125,MEAS
PF1,4/4/2007 4:00,1.09,14.85,125,INTERP
PF1,4/4/2007 5:00,1.05,14.85,124,MEAS
PF1,4/4/2007 6:00,1.07,13.82,124,MEAS
PF1,4/4/2007 7:00,1.1,13.82,124,INTERP
PF1,4/4/2007 8:00,1.14,13.82,124,MEAS
PF1,4/4/2007 9:00,1.13,16.04,125,MEAS
PF1,4/4/2007 10:00,1.14,14.93,124,INTERP
PF1,4/4/2007 11:00,1.13,13.82,123,MEAS
PF1,4/4/2007 12:00,1.27,14.85,124,MEAS
PF1,4/4/2007 13:00,1.24,13.5,123,INTERP
PF1,4/4/2007 14:00,1.19,12.14,122,MEAS
PF1,4/4/2007 15:00,1.11,13.82,126,MEAS
PF1,4/4/2007 16:00,1.15,14.33,125,INTERP
PF1,4/4/2007 17:00,1.18,14.85,124,MEAS
PF1,4/4/2007 18:00,1.09,12.93,120,MEAS
PF1,4/4/2007 19:00,1.06,12.93,121,INTERP
PF1,4/4/2007 20:00,1.03,12.93,121,MEAS
PF1,4/4/2007 21:00,0.99,13.82,125,MEAS
PF1,4/4/2007 22:00,1.08,13.82,125,INTERP
PF1,4/4/2007 23:00,1.16,13.82,125,MEAS
PF1,5/4/2007 0:00,1.17,12.93,123,MEAS
PF1,5/4/2007 1:00,1.17,12.93,123,INTERP
PF1,5/4/2007 2:00,1.16,12.93,123,MEAS
PF1,5/4/2007 3:00,1.1,12.93,123,MEAS
PF1,5/4/2007 4:00,1.12,12.93,123,INTERP
PF1,5/4/2007 5:00,1.14,12.93,122,MEAS
PF1,5/4/2007 6:00,1.1,12.93,122,MEAS
PF1,5/4/2007 7:00,1.04,12.54,121,INTERP
PF1,5/4/2007 8:00,0.97,12.14,120,MEAS
PF1,5/4/2007 9:00,1.02,12.14,121,MEAS
PF1,5/4/2007 10:00,1,12.14,121,INTERP
PF1,5/4/2007 11:00,0.98,12.14,121,MEAS
PF1,5/4/2007 12:00,0.96,12.93,123,MEAS
PF1,5/4/2007 13:00,0.99,11.88,122,INTERP
PF1,5/4/2007 14:00,1.02,10.83,121,MEAS
PF1,5/4/2007 15:00,0.99,10.83,122,MEAS
PF1,5/4/2007 16:00,1.11,11.48,122,INTERP
PF1,5/4/2007 17:00,1.23,12.14,123,MEAS
PF1,5/4/2007 18:00,0.99,9.77,129,MEAS
PF1,5/4/2007 19:00,1.09,8.4,130,INTERP
PF1,5/4/2007 20:00,1.19,7.03,131,MEAS
PF1,5/4/2007 21:00,1.32,7.85,131,MEAS
PF1,5/4/2007 22:00,1.41,8.37,129,INTERP
PF1,5/4/2007 23:00,1.5,8.9,128,MEAS
PF1,6/4/2007 0:00,1.62,8.9,127,MEAS
PF1,6/4/2007 1:00,1.55,9.11,128,INTERP
PF1,6/4/2007 2:00,1.49,9.32,129,MEAS
PF1,6/4/2007 3:00,1.9,9.32,127,MEAS
PF1,6/4/2007 4:00,1.85,9.32,127,INTERP
PF1,6/4/2007 5:00,1.83,9.32,126,MEAS
PF1,6/4/2007 6:00,1.7,9.77,128,MEAS
PF1,6/4/2007 7:00,1.74,10.02,127,INTERP
PF1,6/4/2007 8:00,1.76,10.27,128,MEAS
PF1,6/4/2007 9:00,1.46,9.77,129,MEAS
PF1,6/4/2007 10:00,1.91,9.77,127,INTERP
PF1,6/4/2007 11:00,2.05,9.77,126,MEAS
PF1,6/4/2007 12:00,2.04,9.32,128,MEAS
PF1,6/4/2007 13:00,1.89,8.92,129,INTERP
PF1,6/4/2007 14:00,1.75,8.52,130,MEAS
PF1,6/4/2007 15:00,2,8.9,128,MEAS
PF1,6/4/2007 16:00,2.17,9.33,127,INTERP
PF1,6/4/2007 17:00,2.25,9.77,126,MEAS
PF1,6/4/2007 18:00,2.06,9.77,127,MEAS
PF1,6/4/2007 19:00,2.01,10.02,127,INTERP
PF1,6/4/2007 20:00,1.95,10.27,127,MEAS
PF1,6/4/2007 21:00,2.09,9.77,127,MEAS
PF1,6/4/2007 22:00,2.06,10.02,127,INTERP
PF1,6/4/2007 23:00,2.03,10.27,127,MEAS
PF1,7/4/2007 0:00,2.18,9.77,126,MEAS
PF1,7/4/2007 1:00,2.04,10.3,127,INTERP
PF1,7/4/2007 2:00,1.9,10.83,127,MEAS
PF1,7/4/2007 3:00,2.01,9.32,126,MEAS
PF1,7/4/2007 4:00,1.82,9.11,127,INTERP
PF1,7/4/2007 5:00,1.58,8.9,128,MEAS
PF1,7/4/2007 6:00,1.69,8.9,127,MEAS
PF1,7/4/2007 7:00,1.62,8.9,128,INTERP
PF1,7/4/2007 8:00,1.54,8.9,128,MEAS
PF1,7/4/2007 9:00,1.51,9.32,128,MEAS
PF1,7/4/2007 10:00,1.54,9.32,128,INTERP
PF1,7/4/2007 11:00,1.56,9.32,127,MEAS
PF1,7/4/2007 12:00,1.47,10.27,128,MEAS
PF1,7/4/2007 13:00,1.45,9.4,128,INTERP
PF1,7/4/2007 14:00,1.45,8.52,128,MEAS
PF1,7/4/2007 15:00,1.52,8.9,127,MEAS
PF1,7/4/2007 16:00,1.55,8.9,126,INTERP
PF1,7/4/2007 17:00,1.56,8.9,125,MEAS
PF1,7/4/2007 18:00,1.53,8.9,125,MEAS
PF1,7/4/2007 19:00,1.51,8.9,126,INTERP
PF1,7/4/2007 20:00,1.47,8.9,127,MEAS
PF1,7/4/2007 21:00,1.44,7.28,127,MEAS
PF1,7/4/2007 22:00,1.47,7.9,126,INTERP
PF1,7/4/2007 23:00,1.48,8.52,125,MEAS
PF1,8/4/2007 0:00,1.59,8.9,125,MEAS
PF1,8/4/2007 1:00,1.55,8.71,124,INTERP
PF1,8/4/2007 2:00,1.51,8.52,124,MEAS
PF1,8/4/2007 3:00,1.53,8.52,121,MEAS
PF1,8/4/2007 4:00,1.42,8.04,123,INTERP
PF1,8/4/2007 5:00,1.32,7.56,124,MEAS
PF1,8/4/2007 6:00,1.35,8.52,125,MEAS
PF1,8/4/2007 7:00,1.38,8.04,122,INTERP
PF1,8/4/2007 8:00,1.41,7.56,120,MEAS
PF1,8/4/2007 9:00,1.31,8.17,123,MEAS
PF1,8/4/2007 10:00,1.24,8.17,124,INTERP
PF1,8/4/2007 11:00,1.16,8.17,125,MEAS
PF1,8/4/2007 12:00,1.18,7.85,122,MEAS
PF1,8/4/2007 13:00,1.2,8.01,119,INTERP
PF1,8/4/2007 14:00,1.2,8.17,115,MEAS
PF1,8/4/2007 15:00,1.33,7.56,112,MEAS
PF1,8/4/2007 16:00,1.26,8.91,118,INTERP
PF1,8/4/2007 17:00,1.23,10.27,122,MEAS
PF1,8/4/2007 18:00,1.21,8.9,123,MEAS
PF1,8/4/2007 19:00,1.21,8.54,124,INTERP
PF1,8/4/2007 20:00,1.21,8.17,124,MEAS
PF1,8/4/2007 21:00,1.29,9.32,120,MEAS
PF1,8/4/2007 22:00,1.28,8.44,120,INTERP
PF1,8/4/2007 23:00,1.28,7.56,121,MEAS
PF1,9/4/2007 0:00,1.27,8.52,122,MEAS
PF1,9/4/2007 1:00,1.2,9.39,123,INTERP
PF1,9/4/2007 2:00,1.14,10.27,124,MEAS
PF1,9/4/2007 3:00,1.21,11.45,123,MEAS
PF1,9/4/2007 4:00,1.2,11.45,122,INTERP
PF1,9/4/2007 5:00,1.19,11.45,121,MEAS
PF1,9/4/2007 6:00,1.12,10.27,123,MEAS
PF1,9/4/2007 7:00,1.12,10.86,122,INTERP
PF1,9/4/2007 8:00,1.11,11.45,121,MEAS
PF1,9/4/2007 9:00,1.05,10.27,122,MEAS
PF1,9/4/2007 10:00,1.07,10.55,122,INTERP
PF1,9/4/2007 11:00,1.09,10.83,121,MEAS
PF1,9/4/2007 12:00,1.11,10.83,119,MEAS
PF1,9/4/2007 13:00,1.15,10.83,121,INTERP
PF1,9/4/2007 14:00,1.18,10.83,122,MEAS
PF1,9/4/2007 15:00,1.08,7.28,121,MEAS
PF1,9/4/2007 16:00,1.07,7.56,121,INTERP
PF1,9/4/2007 17:00,1.05,7.85,121,MEAS
PF1,9/4/2007 18:00,1.09,10.83,121,MEAS
PF1,9/4/2007 19:00,1.08,11.48,121,INTERP
PF1,9/4/2007 20:00,1.08,12.14,121,MEAS
PF1,9/4/2007 21:00,1.06,11.21,121,MEAS
PF1,9/4/2007 22:00,1.05,10.74,122,INTERP
PF1,9/4/2007 23:00,1.05,10.27,123,MEAS
PF1,10/4/2007 0:00,1.03,10.83,123,MEAS
PF1,10/4/2007 1:00,1.03,10.83,122,INTERP
PF1,10/4/2007 2:00,1.03,10.83,121,MEAS
PF1,10/4/2007 3:00,0.91,10.27,123,MEAS
PF1,10/4/2007 4:00,0.98,10.55,121,INTERP
PF1,10/4/2007 5:00,1.05,10.83,118,MEAS
PF1,10/4/2007 6:00,0.98,10.83,122,MEAS
PF1,10/4/2007 7:00,0.99,11.14,122,INTERP
PF1,10/4/2007 8:00,0.99,11.45,121,MEAS
PF1,10/4/2007 9:00,0.97,10.83,121,MEAS
PF1,10/4/2007 10:00,0.99,11.14,119,INTERP
PF1,10/4/2007 11:00,1.01,11.45,117,MEAS
PF1,10/4/2007 12:00,0.97,11.45,119,MEAS
PF1,10/4/2007 13:00,0.95,11.45,117,INTERP
PF1,10/4/2007 14:00,0.93,11.45,116,MEAS
PF1,10/4/2007 15:00,0.9,10.83,117,MEAS
PF1,10/4/2007 16:00,0.92,10.83,117,INTERP
PF1,10/4/2007 17:00,0.94,10.83,116,MEAS
PF1,10/4/2007 18:00,0.95,11.45,115,MEAS
PF1,10/4/2007 19:00,0.95,10.39,113,INTERP
PF1,10/4/2007 20:00,0.95,9.32,110,MEAS
PF1,10/4/2007 21:00,0.89,10.27,117,MEAS
PF1,10/4/2007 22:00,0.87,10.55,115,INTERP
PF1,10/4/2007 23:00,0.84,10.83,112,MEAS
PF1,11/4/2007 0:00,0.8,12.14,121,MEAS
PF1,11/4/2007 1:00,0.78,12.14,120,INTERP
PF1,11/4/2007 2:00,0.74,12.14,118,MEAS
PF1,11/4/2007 3:00,0.72,9.77,120,MEAS
PF1,11/4/2007 4:00,0.7,10.3,118,INTERP
PF1,11/4/2007 5:00,0.69,10.83,115,MEAS
PF1,11/4/2007 6:00,0.66,10.27,112,MEAS
PF1,11/4/2007 7:00,0.67,11.2,116,INTERP
PF1,11/4/2007 8:00,0.69,12.14,118,MEAS
PF1,11/4/2007 9:00,0.65,10.83,110,MEAS
PF1,11/4/2007 10:00,0.65,11.48,115,INTERP
PF1,11/4/2007 11:00,0.66,12.14,118,MEAS
PF1,11/4/2007 12:00,0.71,9.77,114,MEAS
PF1,11/4/2007 13:00,0.7,10.61,113,INTERP
PF1,11/4/2007 14:00,0.69,11.45,112,MEAS
PF1,11/4/2007 15:00,0.68,12.14,119,MEAS
PF1,11/4/2007 16:00,0.77,12.14,121,INTERP
PF1,11/4/2007 17:00,0.85,12.14,123,MEAS
PF1,11/4/2007 18:00,0.68,5.48,135,MEAS
PF1,11/4/2007 19:00,0.7,5.82,135,INTERP
PF1,11/4/2007 20:00,0.72,6.16,135,MEAS
PF1,11/4/2007 21:00,0.96,6.36,130,MEAS
PF1,11/4/2007 22:00,0.92,6.82,130,INTERP
PF1,11/4/2007 23:00,0.89,7.28,130,MEAS
PF1,12/4/2007 0:00,1.14,6.79,124,MEAS
PF1,12/4/2007 1:00,1.17,7.03,125,INTERP
PF1,12/4/2007 2:00,1.2,7.28,126,MEAS
PF1,12/4/2007 3:00,1.26,7.28,124,MEAS
PF1,12/4/2007 4:00,1.28,7.72,126,INTERP
PF1,12/4/2007 5:00,1.29,8.17,127,MEAS
PF1,12/4/2007 6:00,1.29,7.28,124,MEAS
PF1,12/4/2007 7:00,1.32,7.56,124,INTERP
PF1,12/4/2007 8:00,1.35,7.85,125,MEAS
PF1,12/4/2007 9:00,1.45,11.45,125,MEAS
PF1,12/4/2007 10:00,1.62,11.79,125,INTERP
PF1,12/4/2007 11:00,1.79,12.14,124,MEAS
PF1,12/4/2007 12:00,1.67,10.83,125,MEAS
PF1,12/4/2007 13:00,1.71,10.83,126,INTERP
PF1,12/4/2007 14:00,1.75,10.83,126,MEAS
PF1,12/4/2007 15:00,1.76,10.83,125,MEAS
PF1,12/4/2007 16:00,1.78,10.83,126,INTERP
PF1,12/4/2007 17:00,1.79,10.83,126,MEAS
PF1,12/4/2007 18:00,1.83,12.14,126,MEAS
PF1,12/4/2007 19:00,2.03,13.49,125,INTERP
PF1,12/4/2007 20:00,2.19,14.85,124,MEAS
PF1,12/4/2007 21:00,1.88,12.93,125,MEAS
PF1,12/4/2007 22:00,1.75,13.37,126,INTERP
PF1,12/4/2007 23:00,1.62,13.82,126,MEAS
PF1,13/4/2007 0:00,1.54,11.45,125,MEAS
PF1,13/4/2007 1:00,1.47,12.19,126,INTERP
PF1,13/4/2007 2:00,1.4,12.93,127,MEAS
PF1,13/4/2007 3:00,1.52,12.93,125,MEAS
PF1,13/4/2007 4:00,1.46,13.37,126,INTERP
PF1,13/4/2007 5:00,1.39,13.82,126,MEAS
PF1,13/4/2007 6:00,1.3,13.82,126,MEAS
PF1,13/4/2007 7:00,1.32,13.82,125,INTERP
PF1,13/4/2007 8:00,1.33,13.82,125,MEAS
PF1,13/4/2007 9:00,1.28,12.93,126,MEAS
PF1,13/4/2007 10:00,1.21,11.6,125,INTERP
PF1,13/4/2007 11:00,1.15,10.27,124,MEAS
PF1,13/4/2007 12:00,1.22,12.14,125,MEAS
PF1,13/4/2007 13:00,1.22,12.53,125,INTERP
PF1,13/4/2007 14:00,1.21,12.93,126,MEAS
PF1,13/4/2007 15:00,1.37,12.14,124,MEAS
PF1,13/4/2007 16:00,1.36,12.53,125,INTERP
PF1,13/4/2007 17:00,1.34,12.93,125,MEAS
PF1,13/4/2007 18:00,1.37,12.14,125,MEAS
PF1,13/4/2007 19:00,1.37,12.53,126,INTERP
PF1,13/4/2007 20:00,1.37,12.93,126,MEAS
PF1,13/4/2007 21:00,1.47,12.93,125,MEAS
PF1,13/4/2007 22:00,1.54,12.93,126,INTERP
PF1,13/4/2007 23:00,1.6,12.93,126,MEAS
PF1,14/4/2007 0:00,1.65,11.45,125,MEAS
PF1,14/4/2007 1:00,1.67,11.79,125,INTERP
PF1,14/4/2007 2:00,1.68,12.14,125,MEAS
PF1,14/4/2007 3:00,1.74,12.93,125,MEAS
PF1,14/4/2007 4:00,1.82,13.37,126,INTERP
PF1,14/4/2007 5:00,1.89,13.82,126,MEAS
PF1,14/4/2007 6:00,1.9,12.93,127,MEAS
PF1,14/4/2007 7:00,1.81,13.37,126,INTERP
PF1,14/4/2007 8:00,1.68,13.82,125,MEAS
PF1,14/4/2007 9:00,1.61,12.93,127,MEAS
PF1,14/4/2007 10:00,1.7,12.93,126,INTERP
PF1,14/4/2007 11:00,1.79,12.93,126,MEAS
PF1,14/4/2007 12:00,1.63,12.14,126,MEAS
PF1,14/4/2007 13:00,1.56,12.53,125,INTERP
PF1,14/4/2007 14:00,1.49,12.93,125,MEAS
PF1,14/4/2007 15:00,1.33,13.82,125,MEAS
PF1,14/4/2007 16:00,1.32,13.38,125,INTERP
PF1,14/4/2007 17:00,1.3,12.93,124,MEAS
PF1,14/4/2007 18:00,1.35,12.93,124,MEAS
PF1,14/4/2007 19:00,1.3,12.54,124,INTERP
PF1,14/4/2007 20:00,1.25,12.14,124,MEAS
PF1,14/4/2007 21:00,1.29,12.93,124,MEAS
PF1,14/4/2007 22:00,1.3,13.37,125,INTERP
PF1,14/4/2007 23:00,1.29,13.82,125,MEAS
PF1,15/4/2007 0:00,1.15,13.82,125,MEAS
PF1,15/4/2007 1:00,1.16,13.38,124,INTERP
PF1,15/4/2007 2:00,1.16,12.93,124,MEAS
PF1,15/4/2007 3:00,1.13,13.82,124,MEAS
PF1,15/4/2007 4:00,1.12,13.38,123,INTERP
PF1,15/4/2007 5:00,1.08,12.93,121,MEAS
PF1,15/4/2007 6:00,1.09,12.93,123,MEAS
PF1,15/4/2007 7:00,1.02,12.54,122,INTERP
PF1,15/4/2007 8:00,0.96,12.14,121,MEAS
PF1,15/4/2007 9:00,0.89,11.45,123,MEAS
PF1,15/4/2007 10:00,0.9,11.79,123,INTERP
PF1,15/4/2007 11:00,0.9,12.14,124,MEAS
PF1,15/4/2007 12:00,0.89,12.14,123,MEAS
PF1,15/4/2007 13:00,0.91,12.53,123,INTERP
PF1,15/4/2007 14:00,0.94,12.93,123,MEAS
PF1,15/4/2007 15:00,1.06,12.93,124,MEAS
PF1,15/4/2007 16:00,0.99,12.93,124,INTERP
PF1,15/4/2007 17:00,0.93,12.93,125,MEAS
PF1,15/4/2007 18:00,0.97,12.14,122,MEAS
PF1,15/4/2007 19:00,0.97,12.14,122,INTERP
PF1,15/4/2007 20:00,0.96,12.14,123,MEAS
PF1,15/4/2007 21:00,0.99,12.93,122,MEAS
PF1,15/4/2007 22:00,0.97,13.37,122,INTERP
PF1,15/4/2007 23:00,0.94,13.82,122,MEAS
PF1,16/4/2007 0:00,0.93,12.93,121,MEAS
PF1,16/4/2007 1:00,0.91,12.54,122,INTERP
PF1,16/4/2007 2:00,0.88,12.14,123,MEAS
PF1,16/4/2007 3:00,0.87,12.14,123,MEAS
PF1,16/4/2007 4:00,0.88,11.8,117,INTERP
PF1,16/4/2007 5:00,0.86,11.45,108,MEAS
PF1,16/4/2007 6:00,0.85,12.93,124,MEAS
PF1,16/4/2007 7:00,0.89,12.54,124,INTERP
PF1,16/4/2007 8:00,0.93,12.14,123,MEAS
PF1,16/4/2007 9:00,0.9,12.14,123,MEAS
PF1,16/4/2007 10:00,0.93,12.14,123,INTERP
PF1,16/4/2007 11:00,0.96,12.14,122,MEAS
PF1,16/4/2007 12:00,0.97,12.14,121,MEAS
PF1,16/4/2007 13:00,1.02,12.98,124,INTERP
PF1,16/4/2007 14:00,1.01,13.82,127,MEAS
PF1,16/4/2007 15:00,1.14,12.14,125,MEAS
PF1,16/4/2007 16:00,0.98,9.25,128,INTERP
PF1,16/4/2007 17:00,0.8,6.36,135,MEAS
PF1,16/4/2007 18:00,0.84,5.8,135,MEAS
PF1,16/4/2007 19:00,0.97,7.35,133,INTERP
PF1,16/4/2007 20:00,1.08,8.9,130,MEAS
PF1,16/4/2007 21:00,0.92,8.52,131,MEAS
PF1,16/4/2007 22:00,0.97,8.71,130,INTERP
PF1,16/4/2007 23:00,1.02,8.9,130,MEAS
PF1,17/4/2007 0:00,1.02,9.32,129,MEAS
PF1,17/4/2007 1:00,0.92,9.11,130,INTERP
PF1,17/4/2007 2:00,0.82,8.9,130,MEAS
PF1,17/4/2007 3:00,1.02,12.14,127,MEAS
PF1,17/4/2007 4:00,0.9,10.33,128,INTERP
PF1,17/4/2007 5:00,0.79,8.52,131,MEAS
PF1,17/4/2007 6:00,0.92,11.45,127,MEAS
PF1,17/4/2007 7:00,0.9,11.45,127,INTERP
